asn,degree
8053,3
48659,3
48821,3
48846,3
48847,3
48956,3
49071,3
49125,3
49673,3
49697,3
50168,3
50204,3
50222,3
50223,3
50446,3
50467,3
50477,3
8431,3
51219,3
51300,3
51426,3
51944,3
52000,3
52088,3
52173,3
52228,3
52263,3
55391,3
55836,3
56456,3
56503,3
56611,3
56833,3
57033,3
57141,3
57407,3
57665,3
59752,3
60187,3
60241,3
60427,3
60602,3
62009,3
62416,3
63311,3
63859,3
64475,3
196638,3
196735,3
197029,3
197298,3
197697,3
198611,3
199435,3
200163,3
200899,3
201026,3
201163,3
201205,3
202562,3
202605,3
202921,3
203593,3
206957,3
207036,3
207080,3
12997,3
51191,3
3244,3
51375,3
25249,3
59,2
88,2
103,2
160,2
715,2
263793,2
2108,2
3599,2
4434,2
760,2
4613,2
4771,2
4802,2
4804,2
43826,2
5387,2
5639,2
5661,2
6701,2
6752,2
6882,2
7418,2
8192,2
8226,2
8285,2
8326,2
8393,2
8448,2
8522,2
8613,2
8685,2
8865,2
9112,2
132599,2
9182,2
9241,2
9245,2
9367,2
9889,2
1659,2
10292,2
11287,2
327724,2
132696,2
11815,2
12381,2
2072,2
12464,2
12594,2
12617,2
12662,2
12872,2
13032,2
13092,2
14522,2
14615,2
15474,2
15544,2
15614,2
15696,2
15725,2
15798,2
15874,2
16058,2
16185,2
16668,2
17385,2
18121,2
18259,2
3165,2
19863,2
20057,2
20545,2
20555,2
20677,2
20848,2
20938,2
21365,2
21404,2
21412,2
22753,2
22795,2
22799,2
23203,2
23860,2
23969,2
24213,2
24309,2
25098,2
25384,2
25500,2
25509,2
26167,2
27833,2
27960,2
28024,2
28110,2
28909,2
29007,2
29355,2
29544,2
30259,2
30813,2
30836,2
30892,2
30997,2
31204,2
31221,2
31658,2
33772,2
33885,2
34058,2
34092,2
34683,2
34781,2
34911,2
34922,2
35067,2
35076,2
35141,2
35154,2
35263,2
35267,2
35313,2
35323,2
35378,2
35401,2
35505,2
35530,2
35558,2
35804,2
36912,2
36915,2
36958,2
37098,2
37101,2
37213,2
37381,2
37463,2
37517,2
37663,2
37668,2
37691,2
38064,2
38932,2
39065,2
39184,2
39440,2
39473,2
39551,2
39699,2
39735,2
39798,2
