asn,degree
262607,32
262949,32
263625,32
264202,32
133372,32
2857,32
265933,32
262865,32
4768,32
6130,32
6736,32
6846,32
7459,32
7497,32
7782,32
8251,32
12406,32
12453,32
12586,32
12625,32
16174,32
18678,32
262505,32
20565,32
21508,32
22177,32
22909,32
23686,32
25192,32
25795,32
26609,32
28169,32
28198,32
28287,32
28323,32
28327,32
28667,32
29329,32
33808,32
38861,32
42004,32
47999,32
48719,32
50072,32
50448,32
51297,32
51862,32
52613,32
52866,32
52981,32
53162,32
59410,32
60899,32
4787,32
63516,32
199706,32
199995,32
200062,32
202189,32
262417,31
262720,31
262743,31
262807,31
262822,31
262988,31
855,31
263042,31
263151,31
263536,31
263655,31
2529,31
2647,31
2688,31
264959,31
265339,31
262993,31
6660,31
6855,31
263445,31
263626,31
9264,31
9829,31
12180,31
14551,31
15378,31
15493,31
262394,31
262428,31
21351,31
23930,31
23944,31
24589,31
28166,31
28258,31
28267,31
28279,31
28299,31
29009,31
29465,31
5384,31
33517,31
34624,31
37084,31
42228,31
48092,31
49009,31
51050,31
51531,31
52662,31
52696,31
52862,31
53085,31
53178,31
53184,31
53224,31
56308,31
56460,31
59469,31
61637,31
61666,31
61813,31
63541,31
198967,31
202169,31
262696,31
262296,30
262532,30
262545,30
262561,30
262605,30
262765,30
263546,30
132602,30
263985,30
264437,30
265181,30
135069,30
262868,30
262971,30
5488,30
6421,30
6517,30
6799,30
263411,30
263434,30
7992,30
8002,30
263541,30
9821,30
10578,30
11338,30
11644,30
264281,30
12958,30
15497,30
15836,30
16080,30
17444,30
21099,30
21453,30
21485,30
21548,30
24088,30
24626,30
26801,30
262785,30
28135,30
28201,30
28239,30
28284,30
28309,30
28370,30
28573,30
28576,30
28604,30
28640,30
28657,30
32354,30
39087,30
42707,30
44902,30
44974,30
51159,30
52531,30
52547,30
52666,30
52777,30
52971,30
53018,30
53048,30
53053,30
53080,30
53112,30
53133,30
53142,30
53191,30
53246,30
53767,30
56088,30
61889,30
62887,30
64096,30
197219,30
201764,30
265436,30
81,29
262273,29
262287,29
262606,29
262669,29
262704,29
262749,29
263032,29
263394,29
263432,29
1541,29
264033,29
264460,29
265100,29
265184,29
3300,29
266167,29
266194,29
262880,29
262901,29
4618,29
6505,29
263270,29
6853,29
7048,29
263329,29
7311,29
7693,29
8501,29
263567,29
8779,29
9534,29
9723,29
9905,29
10490,29
10835,29
264200,29
12491,29
262288,29
12593,29
12831,29
14589,29
262374,29
16876,29
17477,29
17762,29
21928,29
22335,29
23074,29
266602,29
28125,29
28187,29
28257,29
28330,29
28364,29
28638,29
28757,29
29404,29
31263,29
33154,29
35706,29
37680,29
38726,29
38808,29
39216,29
41268,29
41330,29
43668,29
46450,29
52532,29
52630,29
52721,29
52736,29
52888,29
52936,29
52937,29
53029,29
53037,29
53097,29
53131,29
53138,29
53143,29
53199,29
58299,29
61582,29
61910,29
196983,29
198826,29
264485,29
262517,29
262444,28
262206,28
262588,28
262664,28
262834,28
262862,28
262979,28
263015,28
263099,28
263324,28
263531,28
263650,28
262456,28
264244,28
264417,28
265110,28
265131,28
265388,28
262794,28
262818,28
266302,28
4558,28
263035,28
6509,28
6679,28
6922,28
263460,28
7979,28
8055,28
1653,28
10021,28
263855,28
10848,28
11798,28
13576,28
15994,28
262427,28
264969,28
18779,28
262502,28
265308,28
20144,28
22085,28
23033,28
23666,28
262734,28
26744,28
28132,28
28171,28
28211,28
28264,28
28294,28
28300,28
28308,28
28328,28
28349,28
28352,28
262828,28
31376,28
35425,28
37613,28
38456,28
38731,28
267544,28
39410,28
42000,28
42104,28
43660,28
44684,28
45204,28
50289,28
52614,28
52683,28
52686,28
52689,28
52780,28
52836,28
52901,28
52967,28
53052,28
53106,28
53169,28
53185,28
53238,28
53240,28
263649,28
58656,28
61583,28
61586,28
61758,28
61784,28
61806,28
63242,28
60330,28
262282,27
262323,27
262344,27
262388,27
262424,27
262429,27
262540,27
262614,27
262683,27
262686,27
262715,27
262766,27
262777,27
262792,27
262838,27
262881,27
262887,27
803,27
262977,27
263019,27
263072,27
263086,27
263112,27
263314,27
263336,27
263353,27
263374,27
263415,27
263484,27
263512,27
263527,27
263544,27
263569,27
263647,27
263661,27
263675,27
263880,27
263912,27
263946,27
263998,27
264052,27
262463,27
264069,27
264116,27
264127,27
264130,27
264135,27
264212,27
262496,27
264360,27
264367,27
262516,27
264381,27
264480,27
264496,27
264518,27
264543,27
262548,27
